RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,DateOfBirth,OpenAccountDate,CurrentAccountNumber,CreditCardAccountNumber,Balance,BalanceDate,EstimatedSalary
699,15669516,Steele,746,Spain,Male,1/5/1986,1/5/2020,300000015669516,CRE00000015669516T11111,0,1/1/2023,16436.56
700,15736534,Elkins,742,Germany,Male,1/24/1989,1/16/2022,300000015736534,CRE00000015736534T11111,181656.51,1/1/2023,107667.91
701,15803457,Hao,750,France,Female,1/12/1990,1/5/2017,300000015803457,CRE00000015803457T11111,0,1/1/2023,95611.47
702,15659098,Toscano,669,France,Male,1/3/1992,1/7/2015,300000015659098,CRE00000015659098T11111,95128.86,1/1/2023,19799.26
703,15603436,Savage,594,Spain,Female,1/10/1973,1/14/2020,300000015603436,CRE00000015603436T11111,126615.94,1/1/2023,123214.74
704,15566292,Okwuadigbo,574,Spain,Male,1/4/1986,1/27/2021,300000015566292,CRE00000015566292T11111,0,1/1/2023,71709.12
705,15808621,Mordvinova,659,Germany,Male,1/1/1986,1/2/2020,300000015808621,CRE00000015808621T11111,76190.48,1/1/2023,149066.14
706,15580148,Welch,750,Germany,Male,1/1/1982,1/23/2017,300000015580148,CRE00000015580148T11111,168286.81,1/1/2023,20451.99
707,15776231,Kent,626,Germany,Male,1/12/1987,1/1/2018,300000015776231,CRE00000015776231T11111,88109.81,1/1/2023,32825.5
708,15773809,Campbell,620,France,Male,1/25/1980,1/19/2018,300000015773809,CRE00000015773809T11111,0,1/1/2023,6232.31
709,15649423,Cooper,580,France,Female,1/12/1987,1/27/2014,300000015649423,CRE00000015649423T11111,0,1/1/2023,10357.03
710,15734886,Mazzi,686,France,Female,1/11/1988,1/25/2019,300000015734886,CRE00000015734886T11111,123971.51,1/1/2023,147794.63
711,15722548,Fisher,540,France,Male,1/23/1974,1/6/2022,300000015722548,CRE00000015722548T11111,148116.48,1/1/2023,116973.48
712,15650288,Summers,634,Germany,Male,1/17/1987,1/16/2016,300000015650288,CRE00000015650288T11111,116269.01,1/1/2023,129964.94
713,15629448,Brady,632,Spain,Male,1/3/1984,1/16/2021,300000015629448,CRE00000015629448T11111,120599.21,1/1/2023,92816.86
714,15716164,Nicholls,501,France,Female,1/27/1981,1/8/2019,300000015716164,CRE00000015716164T11111,144260.5,1/1/2023,172114.67
715,15807609,Yuan,650,Spain,Female,1/4/1997,1/1/2019,300000015807609,CRE00000015807609T11111,86605.5,1/1/2023,16649.31
716,15578977,Robinson,786,France,Male,1/19/1988,1/9/2013,300000015578977,CRE00000015578977T11111,0,1/1/2023,144517.19
717,15677369,Golubov,554,Germany,Female,1/6/1985,1/12/2018,300000015677369,CRE00000015677369T11111,58629.97,1/1/2023,182038.6
718,15804072,Chen,701,Spain,Female,1/19/1980,1/16/2017,300000015804072,CRE00000015804072T11111,0,1/1/2023,24210.56
719,15696859,Oldham,474,France,Male,1/9/1977,1/25/2012,300000015696859,CRE00000015696859T11111,0,1/1/2023,172175.9
720,15653780,Kambinachi,621,France,Female,1/10/1979,1/17/2017,300000015653780,CRE00000015653780T11111,0,1/1/2023,47578.45
721,15721658,Fleming,672,Spain,Female,1/7/1966,1/20/2020,300000015721658,CRE00000015721658T11111,209767.31,1/1/2023,150694.42
722,15578761,Cunningham,459,Spain,Female,1/27/1980,1/10/2016,300000015578761,CRE00000015578761T11111,129634.25,1/1/2023,177683.02
723,15736879,Obinna,669,France,Male,1/11/1999,1/11/2021,300000015736879,CRE00000015736879T11111,0,1/1/2023,66088.83
724,15571973,Chinwemma,776,France,Female,1/1/1984,1/9/2020,300000015571973,CRE00000015571973T11111,169824.46,1/1/2023,169291.7
725,15626742,Carpenter,694,France,Male,1/20/1986,1/12/2019,300000015626742,CRE00000015626742T11111,97530.25,1/1/2023,117140.41
726,15672692,Yin,787,France,Female,1/25/1980,1/22/2012,300000015672692,CRE00000015672692T11111,145988.65,1/1/2023,79510.37
727,15673570,Olsen,580,France,Male,1/9/1985,1/20/2013,300000015673570,CRE00000015673570T11111,0,1/1/2023,77108.66
728,15767432,Ts'ai,711,France,Female,1/4/1997,1/11/2015,300000015767432,CRE00000015767432T11111,0,1/1/2023,9679.28
729,15654238,Jen,673,France,Female,1/25/1982,1/19/2017,300000015654238,CRE00000015654238T11111,137494.28,1/1/2023,81753.92
730,15612525,Preston,499,France,Female,1/20/1965,1/26/2021,300000015612525,CRE00000015612525T11111,0,1/1/2023,131372.38
731,15812750,Ozioma,591,France,Male,1/6/1998,1/24/2016,300000015812750,CRE00000015812750T11111,147360,1/1/2023,25310.82
732,15790757,Cody,769,France,Female,1/5/1997,1/10/2012,300000015790757,CRE00000015790757T11111,0,1/1/2023,187925.75
733,15723873,Ponomarev,657,Spain,Male,1/27/1991,1/19/2019,300000015723873,CRE00000015723873T11111,125167.02,1/1/2023,98820.39
734,15744607,Martin,738,Germany,Male,1/25/1979,1/22/2013,300000015744607,CRE00000015744607T11111,121152.05,1/1/2023,64166.7
735,15612966,Milani,545,Germany,Female,1/21/1962,1/7/2015,300000015612966,CRE00000015612966T11111,128981.07,1/1/2023,176924.21
736,15784209,Tang,497,France,Male,1/12/1975,1/12/2016,300000015784209,CRE00000015784209T11111,0,1/1/2023,90055.08
737,15794278,Romani,816,Spain,Male,1/9/1955,1/10/2016,300000015794278,CRE00000015794278T11111,151858.98,1/1/2023,72814.31
738,15766741,McIntyre,525,France,Male,1/25/1986,1/6/2020,300000015766741,CRE00000015766741T11111,114628.4,1/1/2023,168290.06
739,15661036,Davis,725,France,Male,1/15/1976,1/16/2016,300000015661036,CRE00000015661036T11111,0,1/1/2023,161767.38
740,15705639,Onyemauchechukwu,692,France,Female,1/1/1994,1/3/2014,300000015705639,CRE00000015705639T11111,95059.02,1/1/2023,44420.18
741,15637414,Gell,618,France,Female,1/27/1998,1/9/2015,300000015637414,CRE00000015637414T11111,128736.39,1/1/2023,37147.61
742,15716835,Rossi,546,France,Male,1/6/1998,1/19/2014,300000015716835,CRE00000015716835T11111,156325.38,1/1/2023,125381.02
743,15696231,Chiwetelu,635,France,Male,1/17/1993,1/9/2015,300000015696231,CRE00000015696231T11111,105405.97,1/1/2023,149853.89
744,15641675,Kirillova,611,France,Female,1/6/1973,1/23/2020,300000015641675,CRE00000015641675T11111,88915.37,1/1/2023,161435.02
745,15670755,Shaw,650,France,Male,1/15/1962,1/18/2014,300000015670755,CRE00000015670755T11111,0,1/1/2023,102925.76
746,15640059,Smith,606,France,Male,1/4/1982,1/16/2017,300000015640059,CRE00000015640059T11111,0,1/1/2023,70899.27
747,15787619,Hsieh,844,France,Male,1/10/2004,1/20/2020,300000015787619,CRE00000015787619T11111,160980.03,1/1/2023,145936.28
748,15587535,Onyemauchechukwu,450,Spain,Female,1/21/1976,1/5/2017,300000015587535,CRE00000015587535T11111,177619.71,1/1/2023,54227.06
749,15813034,Martin,727,Spain,Male,1/25/1984,1/26/2020,300000015813034,CRE00000015813034T11111,62276.99,1/1/2023,59280.79
750,15698839,Okwudilichukwu,460,Germany,Male,1/6/1976,1/25/2018,300000015698839,CRE00000015698839T11111,127559.97,1/1/2023,126952.5
751,15790314,Onuoha,649,France,Male,1/6/1981,1/3/2022,300000015790314,CRE00000015790314T11111,0,1/1/2023,130567.02
752,15634245,Muecke,758,Germany,Female,1/4/1975,1/12/2013,300000015634245,CRE00000015634245T11111,95523.16,1/1/2023,73294.48
753,15677305,Hsieh,490,France,Female,1/24/1987,1/11/2015,300000015677305,CRE00000015677305T11111,107749.03,1/1/2023,3937.37
754,15661526,Anderson,815,Germany,Male,1/12/1985,1/20/2020,300000015661526,CRE00000015661526T11111,110777.26,1/1/2023,2383.59
755,15685997,Azubuike,838,Spain,Female,1/3/1983,1/8/2017,300000015685997,CRE00000015685997T11111,166733.92,1/1/2023,14279.44
756,15660101,Nnonso,803,France,Male,1/7/1991,1/9/2013,300000015660101,CRE00000015660101T11111,157120.86,1/1/2023,141300.53
757,15637979,Fuller,664,Germany,Female,1/14/1986,1/17/2020,300000015637979,CRE00000015637979T11111,127160.78,1/1/2023,78140.75
758,15815364,Ashley,736,Spain,Female,1/20/1994,1/3/2020,300000015815364,CRE00000015815364T11111,0,1/1/2023,117431.1
759,15647099,Ts'ui,633,France,Female,1/17/1985,1/12/2013,300000015647099,CRE00000015647099T11111,156091.97,1/1/2023,72008.61
760,15625944,Buccho,664,France,Male,1/8/1964,1/2/2017,300000015625944,CRE00000015625944T11111,98668.18,1/1/2023,60887.58
761,15583212,Chidozie,600,France,Female,1/8/1979,1/15/2017,300000015583212,CRE00000015583212T11111,134022.06,1/1/2023,194764.83
762,15582741,Maclean,693,France,Female,1/7/1987,1/2/2017,300000015582741,CRE00000015582741T11111,124151.09,1/1/2023,88705.14
763,15637876,Burns,663,Germany,Female,1/25/1986,1/20/2016,300000015637876,CRE00000015637876T11111,77253.5,1/1/2023,35817.97
764,15622750,Chu,742,Germany,Female,1/21/2001,1/20/2021,300000015622750,CRE00000015622750T11111,114292.48,1/1/2023,31520.4
765,15672056,Kenenna,710,Germany,Male,1/25/1979,1/8/2020,300000015672056,CRE00000015672056T11111,140080.32,1/1/2023,157908.19
766,15812351,Beluchi,710,Spain,Female,1/1/1995,1/20/2020,300000015812351,CRE00000015812351T11111,135277.96,1/1/2023,142200.15
767,15810864,Williamson,700,France,Female,1/13/1940,1/21/2020,300000015810864,CRE00000015810864T11111,0,1/1/2023,182055.36
768,15677921,Bobrov,720,Germany,Male,1/12/1962,1/24/2013,300000015677921,CRE00000015677921T11111,115920.62,1/1/2023,157552.08
769,15724296,Kerr,684,Spain,Male,1/16/1981,1/19/2020,300000015724296,CRE00000015724296T11111,119782.72,1/1/2023,120284.67
770,15685329,McKenzie,531,France,Female,1/25/1959,1/10/2021,300000015685329,CRE00000015685329T11111,114715.71,1/1/2023,24506.95
771,15584091,Pitts,742,Germany,Female,1/14/1986,1/18/2020,300000015584091,CRE00000015584091T11111,129748.54,1/1/2023,47271.61
772,15640442,Standish,717,France,Male,1/24/1991,1/27/2018,300000015640442,CRE00000015640442T11111,129722.57,1/1/2023,41176.6
773,15639314,Cartwright,589,France,Male,1/20/1990,1/17/2020,300000015639314,CRE00000015639314T11111,0,1/1/2023,9468.64
774,15685320,Johnstone,767,France,Male,1/3/1986,1/8/2019,300000015685320,CRE00000015685320T11111,139180.2,1/1/2023,123880.19
775,15789158,Nikitina,636,Germany,Male,1/13/1973,1/16/2016,300000015789158,CRE00000015789158T11111,113599.74,1/1/2023,158887.09
776,15752137,McElroy,648,France,Male,1/22/1989,1/15/2015,300000015752137,CRE00000015752137T11111,134944,1/1/2023,117036.38
777,15712551,Shen,622,Germany,Female,1/11/1964,1/18/2015,300000015712551,CRE00000015712551T11111,116922.25,1/1/2023,120415.61
778,15628936,Archer,692,Spain,Male,1/20/1994,1/22/2013,300000015628936,CRE00000015628936T11111,118945.09,1/1/2023,16064.25
779,15797227,Otutodilinna,754,France,Male,1/9/1994,1/14/2014,300000015797227,CRE00000015797227T11111,0,1/1/2023,52615.62
780,15769974,Shih,679,Spain,Female,1/11/1987,1/16/2014,300000015769974,CRE00000015769974T11111,119182.73,1/1/2023,121210.09
781,15737051,Denisov,639,France,Male,1/20/1995,1/26/2014,300000015737051,CRE00000015737051T11111,0,1/1/2023,192247.35
782,15585595,Owens,774,France,Female,1/3/1994,1/16/2021,300000015585595,CRE00000015585595T11111,71264.02,1/1/2023,68759.57
783,15654060,P'eng,517,France,Male,1/15/1981,1/13/2020,300000015654060,CRE00000015654060T11111,0,1/1/2023,75937.47
784,15745196,Verco,571,France,Female,1/8/1987,1/22/2014,300000015745196,CRE00000015745196T11111,0,1/1/2023,84569.13
785,15571221,Bergamaschi,747,Germany,Male,1/11/1964,1/19/2015,300000015571221,CRE00000015571221T11111,116313.57,1/1/2023,190696.35
786,15660155,Lorenzo,792,Spain,Male,1/14/1986,1/21/2017,300000015660155,CRE00000015660155T11111,92140.15,1/1/2023,67468.67
787,15605284,Outtrim,688,France,Male,1/1/1996,1/7/2021,300000015605284,CRE00000015605284T11111,0,1/1/2023,104435.94
788,15694366,Hou,714,Germany,Male,1/22/1980,1/2/2020,300000015694366,CRE00000015694366T11111,177640.09,1/1/2023,47166.55
789,15600739,Galkin,562,Spain,Female,1/23/1987,1/15/2022,300000015600739,CRE00000015600739T11111,0,1/1/2023,119899.52
790,15653253,Pagnotto,704,Spain,Male,1/2/1974,1/26/2014,300000015653253,CRE00000015653253T11111,167997.6,1/1/2023,173498.45
791,15763431,Echezonachukwu,698,France,Male,1/23/1986,1/20/2020,300000015763431,CRE00000015763431T11111,82275.35,1/1/2023,93249.26
792,15643696,Young,611,France,Male,1/17/1973,1/12/2019,300000015643696,CRE00000015643696T11111,0,1/1/2023,142917.54
793,15707473,Summers,850,Germany,Female,1/25/1974,1/7/2016,300000015707473,CRE00000015707473T11111,111962.99,1/1/2023,111755.8
794,15769504,Munro,743,Germany,Female,1/14/1988,1/10/2021,300000015769504,CRE00000015769504T11111,131736.88,1/1/2023,108543.21
795,15776807,Brennan,654,France,Male,1/15/1993,1/12/2021,300000015776807,CRE00000015776807T11111,0,1/1/2023,180345.44
796,15686870,Ball,761,Germany,Male,1/17/1986,1/8/2014,300000015686870,CRE00000015686870T11111,108239.11,1/1/2023,99444.02
797,15668747,Virgo,702,France,Female,1/6/1976,1/2/2013,300000015668747,CRE00000015668747T11111,98444.19,1/1/2023,109563.28
798,15766908,Trevisani,488,Germany,Male,1/12/1990,1/19/2019,300000015766908,CRE00000015766908T11111,114540.38,1/1/2023,92568.07
799,15570134,Padovano,683,France,Female,1/3/1987,1/6/2016,300000015570134,CRE00000015570134T11111,187530.66,1/1/2023,37976.36
800,15567367,Tao,601,Germany,Female,1/10/1980,1/17/2013,300000015567367,CRE00000015567367T11111,133636.16,1/1/2023,103315.74
801,15747542,Perez,605,France,Male,1/13/1970,1/5/2015,300000015747542,CRE00000015747542T11111,0,1/1/2023,173952.5
802,15762238,Fraser,671,Germany,Female,1/25/1978,1/11/2022,300000015762238,CRE00000015762238T11111,84745.03,1/1/2023,34673.98
803,15681554,Alley,614,Germany,Female,1/26/1991,1/8/2015,300000015681554,CRE00000015681554T11111,120599.38,1/1/2023,46163.44
804,15712825,Howells,511,Spain,Female,1/15/1993,1/17/2013,300000015712825,CRE00000015712825T11111,0,1/1/2023,140676.98
805,15640280,Cameron,850,France,Male,1/16/1983,1/26/2018,300000015640280,CRE00000015640280T11111,127771.35,1/1/2023,151738.54
806,15756026,Hooper,790,Spain,Female,1/24/1976,1/7/2013,300000015756026,CRE00000015756026T11111,0,1/1/2023,14679.81
807,15613319,Rice,793,France,Female,1/20/1989,1/15/2022,300000015613319,CRE00000015613319T11111,0,1/1/2023,175544.02
808,15798906,Cox,628,France,Male,1/8/1953,1/20/2017,300000015798906,CRE00000015798906T11111,0,1/1/2023,181964.6
809,15708917,Martin,598,Germany,Male,1/1/1969,1/15/2012,300000015708917,CRE00000015708917T11111,167772.96,1/1/2023,136886.86
810,15778463,Ikenna,657,France,Female,1/1/1985,1/13/2016,300000015778463,CRE00000015778463T11111,95845.6,1/1/2023,122218.23
811,15699430,Davide,618,France,Female,1/1/1987,1/4/2012,300000015699430,CRE00000015699430T11111,0,1/1/2023,180439.75
812,15649992,Alexander,681,Spain,Male,1/4/1957,1/14/2015,300000015649992,CRE00000015649992T11111,134714.7,1/1/2023,190419.81
813,15578980,Piazza,516,Spain,Female,1/2/1989,1/1/2019,300000015578980,CRE00000015578980T11111,0,1/1/2023,58685.59
814,15775306,Ni,421,Germany,Male,1/14/1994,1/16/2014,300000015775306,CRE00000015775306T11111,122384.22,1/1/2023,89017.38
815,15641655,Black,700,France,Female,1/10/1996,1/7/2020,300000015641655,CRE00000015641655T11111,0,1/1/2023,50051.42
816,15619708,Harker,745,France,Male,1/15/1997,1/25/2017,300000015619708,CRE00000015619708T11111,157993.15,1/1/2023,146041.45
817,15734565,Hughes,696,France,Male,1/22/1993,1/25/2014,300000015734565,CRE00000015734565T11111,0,1/1/2023,191166.09
818,15806438,Chiabuotu,580,Germany,Female,1/14/1980,1/13/2020,300000015806438,CRE00000015806438T11111,123331.36,1/1/2023,103516.08
819,15591969,Kuo,497,Spain,Male,1/16/1995,1/10/2013,300000015591969,CRE00000015591969T11111,75263.16,1/1/2023,164825.04
820,15747807,Gallagher,720,France,Female,1/7/1979,1/9/2016,300000015747807,CRE00000015747807T11111,137824.03,1/1/2023,172557.77
821,15596939,Calabresi,659,Germany,Male,1/5/1986,1/16/2018,300000015596939,CRE00000015596939T11111,132578.92,1/1/2023,84320.94
822,15716155,Shaw,841,France,Female,1/2/1986,1/10/2017,300000015716155,CRE00000015716155T11111,156021.31,1/1/2023,122662.98
823,15765311,Zhirov,642,Spain,Male,1/7/1988,1/26/2014,300000015765311,CRE00000015765311T11111,0,1/1/2023,72085.1
824,15757811,Lloyd,732,Spain,Female,1/23/1953,1/16/2013,300000015757811,CRE00000015757811T11111,137453.43,1/1/2023,110932.24
825,15603830,Palmer,600,Spain,Male,1/19/1986,1/18/2018,300000015603830,CRE00000015603830T11111,0,1/1/2023,143635.36
826,15660602,Ch'eng,464,Germany,Male,1/9/1989,1/21/2014,300000015660602,CRE00000015660602T11111,164284.72,1/1/2023,3710.34
827,15660535,Avent,680,France,Female,1/12/1975,1/5/2017,300000015660535,CRE00000015660535T11111,0,1/1/2023,179843.33
828,15666633,Huang,758,Spain,Male,1/6/1966,1/18/2021,300000015666633,CRE00000015666633T11111,0,1/1/2023,10643.38
829,15596914,Shaw,630,Germany,Female,1/12/1991,1/18/2020,300000015596914,CRE00000015596914T11111,112373.49,1/1/2023,131167.98
830,15639788,Yuan,577,France,Female,1/11/1983,1/19/2012,300000015639788,CRE00000015639788T11111,0,1/1/2023,10553.31
831,15695846,Hawkins,684,France,Female,1/8/1988,1/19/2016,300000015695846,CRE00000015695846T11111,0,1/1/2023,130928.22
832,15726234,Trentini,708,Spain,Female,1/6/1981,1/20/2017,300000015726234,CRE00000015726234T11111,0,1/1/2023,157003.99
833,15797964,Cameron,732,Germany,Female,1/24/1993,1/5/2021,300000015797964,CRE00000015797964T11111,154333.82,1/1/2023,138527.56
834,15625881,Koehler,634,Germany,Male,1/3/1985,1/11/2019,300000015625881,CRE00000015625881T11111,111432.77,1/1/2023,167032.49
835,15780628,Wu,633,France,Female,1/3/1992,1/21/2016,300000015780628,CRE00000015780628T11111,0,1/1/2023,41642.29
836,15575883,Manna,559,France,Male,1/4/1988,1/7/2020,300000015575883,CRE00000015575883T11111,137390.11,1/1/2023,9677
837,15585036,Okoli,694,Spain,Female,1/25/1985,1/2/2019,300000015585036,CRE00000015585036T11111,0,1/1/2023,147012.22
838,15589488,Ch'eng,686,Germany,Female,1/2/1966,1/14/2017,300000015589488,CRE00000015589488T11111,111642.08,1/1/2023,80553.87
839,15585888,Nwokezuike,553,Spain,Female,1/5/1974,1/19/2019,300000015585888,CRE00000015585888T11111,0,1/1/2023,30730.95
840,15727915,Artemiev,507,France,Male,1/19/1986,1/14/2018,300000015727915,CRE00000015727915T11111,83543.37,1/1/2023,140134.43
841,15707567,Esposito,732,Germany,Male,1/5/1972,1/16/2016,300000015707567,CRE00000015707567T11111,145338.76,1/1/2023,91936.1
842,15737792,Abbie,818,France,Female,1/21/1991,1/22/2021,300000015737792,CRE00000015737792T11111,186796.37,1/1/2023,178252.63
843,15599433,Fanucci,660,Germany,Male,1/21/1987,1/19/2014,300000015599433,CRE00000015599433T11111,58641.43,1/1/2023,198674.08
844,15672012,Jen,773,Spain,Female,1/24/1981,1/26/2017,300000015672012,CRE00000015672012T11111,0,1/1/2023,28266.9
845,15806983,Moss,640,France,Male,1/1/1978,1/26/2019,300000015806983,CRE00000015806983T11111,137148.68,1/1/2023,92381.01
846,15592222,Lo,505,France,Male,1/4/1973,1/12/2015,300000015592222,CRE00000015592222T11111,80001.23,1/1/2023,135180.11
847,15608968,Averyanov,714,Germany,Male,1/20/2001,1/2/2016,300000015608968,CRE00000015608968T11111,86402.52,1/1/2023,27330.59
848,15586959,Unaipon,468,France,Female,1/19/1980,1/24/2017,300000015586959,CRE00000015586959T11111,0,1/1/2023,125305.34
849,15646558,Clamp,611,Spain,Male,1/15/1971,1/13/2021,300000015646558,CRE00000015646558T11111,122874.74,1/1/2023,149648.45
850,15725811,Lim,705,France,Male,1/23/1997,1/25/2022,300000015725811,CRE00000015725811T11111,97544.29,1/1/2023,59887.15
851,15572265,Wu,646,Germany,Male,1/19/1976,1/27/2021,300000015572265,CRE00000015572265T11111,170826.55,1/1/2023,45041.32
852,15794048,Wan,667,Germany,Female,1/21/1974,1/7/2021,300000015794048,CRE00000015794048T11111,97133.92,1/1/2023,113316.77
853,15677610,Chambers,511,Germany,Female,1/6/1981,1/14/2014,300000015677610,CRE00000015677610T11111,153895.65,1/1/2023,39087.42
854,15745012,Pettit,653,France,Female,1/7/1979,1/3/2016,300000015745012,CRE00000015745012T11111,0,1/1/2023,7330.59
855,15601589,Baresi,675,France,Female,1/3/1965,1/18/2014,300000015601589,CRE00000015601589T11111,0,1/1/2023,95463.29
856,15686436,Newbery,523,Spain,Male,1/8/1990,1/16/2018,300000015686436,CRE00000015686436T11111,0,1/1/2023,167848.02
857,15693864,Iheanacho,567,Germany,Female,1/25/1973,1/14/2017,300000015693864,CRE00000015693864T11111,134956.02,1/1/2023,93953.84
858,15760550,Duncan,741,Spain,Male,1/4/1983,1/25/2015,300000015760550,CRE00000015760550T11111,143637.58,1/1/2023,174227.66
859,15686137,Barry,456,Spain,Male,1/11/1990,1/3/2013,300000015686137,CRE00000015686137T11111,147506.25,1/1/2023,135399.21
860,15809087,Landry,598,France,Male,1/5/1958,1/17/2021,300000015809087,CRE00000015809087T11111,0,1/1/2023,195635.3
861,15807663,McGregor,667,France,Male,1/17/1979,1/9/2014,300000015807663,CRE00000015807663T11111,190227.46,1/1/2023,97508.04
